name,state_name,state_abbrev,slug,Median home price,Median rent,Population
East Bernard,Texas,TX,east-bernard,165900,843,2355
Gonzales,California,CA,gonzales,356000,1190,8375
Chula,Missouri,MO,chula,62000,546,198
South Lake Tahoe,California,CA,south-lake-tahoe,403600,1020,21939
Oneonta,New York,NY,oneonta,153200,879,13893
Lilburn,Georgia,GA,lilburn,175300,1089,12644
East Palatka,Florida,FL,east-palatka,119100,823,1713
Unicoi,Tennessee,TN,unicoi,166300,638,3556
Chimney Rock Village,North Carolina,NC,chimney-rock-village,220000,704,177
Altamont,Kansas,KS,altamont,81700,586,1144
Bar Nunn,Wyoming,WY,bar-nunn,243500,938,2782
Northport,Alabama,AL,northport,177200,824,25874
Grand Marais,Minnesota,MN,grand-marais,195000,702,1332
Wrangell,Alaska,AK,wrangell,216200,844,2502
Sultan,Washington,WA,sultan,290800,1288,5166
Tonalea,Arizona,AZ,tonalea,71100,856,320
Campbelltown,Pennsylvania,PA,campbelltown,226800,848,4725
Houghton,New York,NY,houghton,119200,642,1639
Browntown,Pennsylvania,PA,browntown,143800,1033,1288
North Philipsburg,Pennsylvania,PA,north-philipsburg,112600,720,713
Goldfield,Nevada,NV,goldfield,63800,518,298
Highland Park,Florida,FL,highland-park,227300,800,173
Bull Creek,Missouri,MO,bull-creek,36900,626,496
Maplewood,Missouri,MO,maplewood,189600,763,8051
Nichols,New York,NY,nichols,88300,706,560
Jamesville,North Carolina,NC,jamesville,90000,650,495
Pigeon Forge,Tennessee,TN,pigeon-forge,171600,755,6229
Tabor City,North Carolina,NC,tabor-city,96800,637,4061
Dana,North Carolina,NC,dana,140500,773,3919
Tooele,Utah,UT,tooele,195300,1031,34535
New Martinsville,West Virginia,WV,new-martinsville,96000,731,5162
Enumclaw,Washington,WA,enumclaw,299000,1150,11879
Mercer Island,Washington,WA,mercer-island,1218200,2162,25675
Turrell,Arkansas,AR,turrell,59000,543,564
Mary Esther,Florida,FL,mary-esther,186800,1105,4309
Vancleave,Mississippi,MS,vancleave,161500,1182,4939
Rockfish,North Carolina,NC,rockfish,137900,1158,3523
Ahwahnee,California,CA,ahwahnee,312300,785,2513
Galena Park,Texas,TX,galena-park,80700,968,10983
Brookville,Kansas,KS,brookville,86000,531,191
Braidwood,Illinois,IL,braidwood,162400,979,6377
Mountainair,New Mexico,NM,mountainair,70600,673,852
Cupertino,California,CA,cupertino,1711300,3163,60257
Tiffin,Ohio,OH,tiffin,97100,677,17577
Duncan,Arizona,AZ,duncan,78300,633,745
Dadeville,Alabama,AL,dadeville,84000,622,3098
Valentine,Nebraska,NE,valentine,126200,745,2760
Bell City,Missouri,MO,bell-city,41800,525,489
Kewaunee,Wisconsin,WI,kewaunee,101800,681,2858
Morgan's Point Resort,Texas,TX,morgan-s-point-resort,151600,1098,4460
Terrytown,Nebraska,NE,terrytown,79800,642,1195
Killbuck,Ohio,OH,killbuck,80400,635,879
Walkerton,Indiana,IN,walkerton,98800,704,2174
Lake Land'Or,Virginia,VA,lake-land-or,209700,1642,4028
La Presa,California,CA,la-presa,421300,1438,38227
Inverness,California,CA,inverness,946000,2303,1097
Cordes Lakes,Arizona,AZ,cordes-lakes,105900,674,2586
Dickson City,Pennsylvania,PA,dickson-city,141500,780,5802
Myersville,Maryland,MD,myersville,339400,1172,1924
Arapahoe,Wyoming,WY,arapahoe,127200,398,1829
Zephyrhills South,Florida,FL,zephyrhills-south,30300,819,5637
Roseland,Florida,FL,roseland,162100,911,1514
Riviera Beach,Maryland,MD,riviera-beach,268100,1801,12658
Nenahnezad,New Mexico,NM,nenahnezad,41800,708,644
Georgetown,Georgia,GA,georgetown,178800,1105,12951
Westmont,California,CA,westmont,419900,1185,35266
Kihei,Hawaii,HI,kihei,590200,1642,22402
Foxfire,North Carolina,NC,foxfire,245400,835,1434
Courtland,Minnesota,MN,courtland,194800,915,726
Benwood,West Virginia,WV,benwood,58700,553,1390
Brockway,Pennsylvania,PA,brockway,98400,688,1987
Heyburn,Idaho,ID,heyburn,137900,847,3320
Winston-Salem,North Carolina,NC,winston-salem,147900,806,244115
Vidor,Texas,TX,vidor,85800,688,10725
Haddonfield,New Jersey,NJ,haddonfield,511700,1409,11345
Wynot,Nebraska,NE,wynot,94200,642,200
Thornton,Colorado,CO,thornton,322200,1495,136868
Richlandtown,Pennsylvania,PA,richlandtown,227100,916,1260
Kingston,Pennsylvania,PA,kingston,130800,815,12873
Dyckesville,Wisconsin,WI,dyckesville,276000,1016,475
Myrtle Creek,Oregon,OR,myrtle-creek,166500,687,3428
Enterprise,Oregon,OR,enterprise,175000,610,2033
Moyie Springs,Idaho,ID,moyie-springs,164500,615,666
Carrollton,Kentucky,KY,carrollton,136400,622,3811
Christiansburg,Virginia,VA,christiansburg,190000,910,22163
Central Falls,Rhode Island,RI,central-falls,159100,852,19429
Sageville,Iowa,IA,sageville,156300,600,55
Glencoe,Illinois,IL,glencoe,953700,1574,8888
Bridgman,Michigan,MI,bridgman,162400,733,2559
Gratiot,Ohio,OH,gratiot,109000,961,226
Freeport,Illinois,IL,freeport,72100,653,24119
Harvard,Illinois,IL,harvard,124800,966,9281
St. Jacob,Illinois,IL,st-jacob,158700,1136,1406
Gramercy,Louisiana,LA,gramercy,142000,961,3306
Cottleville,Missouri,MO,cottleville,308000,1241,5200
Fairfield Bay,Arkansas,AR,fairfield-bay,101700,1045,2212
Vienna,Georgia,GA,vienna,69000,527,3664
Winslow,Indiana,IN,winslow,50500,733,1013
Bluffton,Indiana,IN,bluffton,100300,622,9919
St. Johns,Michigan,MI,st-johns,122600,772,7898
Kimberling City,Missouri,MO,kimberling-city,158200,542,2665
Madisonville,Texas,TX,madisonville,83600,728,4653
Lawrenceburg,Indiana,IN,lawrenceburg,140900,703,4981
Clear Lake,Indiana,IN,clear-lake,650500,800,398
Paris,Illinois,IL,paris,74900,614,8372
Muscoda,Wisconsin,WI,muscoda,90700,602,1381
Waverly,Virginia,VA,waverly,115100,941,2633
Elberton,Georgia,GA,elberton,85000,682,4343
Junction City,Oregon,OR,junction-city,230700,769,6053
Baxter,Tennessee,TN,baxter,120200,592,1546
Greenevers,North Carolina,NC,greenevers,104300,594,666
Scotland Neck,North Carolina,NC,scotland-neck,76900,672,1421
Echo,Minnesota,MN,echo,52100,469,288
Owego,New York,NY,owego,95100,706,3829
Golden Meadow,Louisiana,LA,golden-meadow,88000,602,1964
Staples,Texas,TX,staples,169500,1225,230
Granite Shoals,Texas,TX,granite-shoals,132300,799,5121
Aurora,North Carolina,NC,aurora,84100,630,743
Detroit,Michigan,MI,detroit,49200,824,674841
Walters,Oklahoma,OK,walters,81400,557,2621
Olustee,Oklahoma,OK,olustee,67100,537,773
Santa Clara,California,CA,santa-clara,1034000,2396,127721
Millington,Maryland,MD,millington,177700,1292,695
Philadelphia,Tennessee,TN,philadelphia,117900,737,882
Takoma Park,Maryland,MD,takoma-park,583800,1143,17672
Sibley,Louisiana,LA,sibley,70700,918,1323
Hoyleton,Illinois,IL,hoyleton,83900,600,598
Burlington,Kansas,KS,burlington,100600,644,2560
Lawrence,Massachusetts,MA,lawrence,271100,1145,79942
Burton,Michigan,MI,burton,87600,791,28654
Lomita,California,CA,lomita,604300,1394,20514
Clear Lake,Illinois,IL,clear-lake,81400,542,305
Terrebonne,Oregon,OR,terrebonne,231800,917,1658
Putnam Lake,New York,NY,putnam-lake,235300,1647,3455
Allensville,Pennsylvania,PA,allensville,143100,466,464
Spanish Fork,Utah,UT,spanish-fork,273600,1128,39371
Millville,New Jersey,NJ,millville,159000,998,27721
Silver Bay,Minnesota,MN,silver-bay,95300,777,1722
Ridgway,Colorado,CO,ridgway,401500,1120,992
East Highland Park,Virginia,VA,east-highland-park,150700,1053,15498
Brookhaven,West Virginia,WV,brookhaven,207700,717,6043
Pemberton Heights,New Jersey,NJ,pemberton-heights,171800,931,2878
Sparland,Illinois,IL,sparland,83500,693,399
Pierre,South Dakota,SD,pierre,175600,667,13961
Aredale,Iowa,IA,aredale,42500,667,46
Doolittle,Missouri,MO,doolittle,85800,738,670
Hepzibah,West Virginia,WV,hepzibah,107400,731,518
Stony Point,Michigan,MI,stony-point,121000,1171,1762
Shartlesville,Pennsylvania,PA,shartlesville,164000,850,469
Travilah,Maryland,MD,travilah,1081200,3174,11301
Hollywood,Florida,FL,hollywood,254000,1217,152511
Walthourville,Georgia,GA,walthourville,109600,793,4087
St. Clair,Minnesota,MN,st-clair,149100,633,762
Titusville,Pennsylvania,PA,titusville,72100,531,5264
Hornsby,Tennessee,TN,hornsby,81100,763,311
Lakota,Iowa,IA,lakota,31600,675,328
Higgins,Texas,TX,higgins,67500,715,595
Zumbro Falls,Minnesota,MN,zumbro-falls,160700,894,265
Arrowsmith,Illinois,IL,arrowsmith,90500,1083,332
Green Lane,Pennsylvania,PA,green-lane,189100,922,410
De Soto,Illinois,IL,de-soto,81100,631,1697
Davisboro,Georgia,GA,davisboro,52900,713,1983
Arabi,Georgia,GA,arabi,50600,650,617
Clitherall,Minnesota,MN,clitherall,70500,613,92
Unionville,Michigan,MI,unionville,74800,788,533
Brookville,Ohio,OH,brookville,131400,682,5919
Randall,Iowa,IA,randall,102900,725,170
Havelock,Iowa,IA,havelock,22500,429,137
Carlisle,Arkansas,AR,carlisle,87800,779,2279
South Fork,Colorado,CO,south-fork,292900,213,335
Divernon,Illinois,IL,divernon,97100,714,1153
Big Stone Gap,Virginia,VA,big-stone-gap,126100,690,5257
Benton,Tennessee,TN,benton,115300,589,1526
Etowah,Tennessee,TN,etowah,98600,572,3468
Homer,Louisiana,LA,homer,55600,615,2911
DeSoto,Texas,TX,desoto,169800,1179,53090
Troup,Texas,TX,troup,91000,896,1928
Sachse,Texas,TX,sachse,241800,1486,25607
Adelphi,Ohio,OH,adelphi,84500,733,329
South Webster,Ohio,OH,south-webster,110400,736,717
Taylorsville,Georgia,GA,taylorsville,137500,875,263
Arnold,Pennsylvania,PA,arnold,55800,813,4902
Pittsfield,Illinois,IL,pittsfield,98400,594,4362
Southwest City,Missouri,MO,southwest-city,82100,688,1056
Crete,Nebraska,NE,crete,97400,784,7043
Stuart,Florida,FL,stuart,185700,1127,16161
Wheat Ridge,Colorado,CO,wheat-ridge,383900,1104,31331
Litchfield,Connecticut,CT,litchfield,350000,1085,1245
Corning,New York,NY,corning,112800,821,10696
Mount Jackson,Virginia,VA,mount-jackson,134900,839,2129
Paden City,West Virginia,WV,paden-city,84800,813,3089
Reedsville,West Virginia,WV,reedsville,110300,888,450
Defiance,Ohio,OH,defiance,112900,724,16990
Winner,South Dakota,SD,winner,100700,582,2826
Camilla,Georgia,GA,camilla,76200,608,5126
Amherst,Virginia,VA,amherst,168100,807,2732
Utica,Indiana,IN,utica,133200,900,639
North Vernon,Indiana,IN,north-vernon,93500,689,6735
Stuart,Virginia,VA,stuart,134900,529,1675
Unionville,North Carolina,NC,unionville,214000,849,6959
Grayville,Illinois,IL,grayville,64800,461,1609
Knoxville,Tennessee,TN,knoxville,136300,845,186173
Harrisonville,Missouri,MO,harrisonville,137000,845,10043
Folsom,California,CA,folsom,524100,1710,78159
Albion,Oklahoma,OK,albion,38300,800,99
Excel,Alabama,AL,excel,140200,871,1006
Dermott,Arkansas,AR,dermott,70800,569,2810
St. Marys,West Virginia,WV,st-marys,113100,488,1990
Gahanna,Ohio,OH,gahanna,216100,1076,35268
Upper Arlington,Ohio,OH,upper-arlington,397300,1274,35299
St. Charles,Michigan,MI,st-charles,81000,621,2121
Hillsboro,Ohio,OH,hillsboro,105700,639,6534
Lake Bridgeport,Texas,TX,lake-bridgeport,174200,875,409
Verona,Mississippi,MS,verona,75100,667,3141
Littlefield,Texas,TX,littlefield,65000,773,5956
Oshkosh,Nebraska,NE,oshkosh,72000,573,861
Quenemo,Kansas,KS,quenemo,27500,829,382
Georgetown,Louisiana,LA,georgetown,55000,390,459
Farmingdale,New York,NY,farmingdale,402800,1577,8902
Pittsboro,North Carolina,NC,pittsboro,255100,842,4195
Westfield,Indiana,IN,westfield,254800,1207,39610
Sulphur Springs,Indiana,IN,sulphur-springs,88300,682,335
Haubstadt,Indiana,IN,haubstadt,168900,647,1504
Cabool,Missouri,MO,cabool,91400,522,2426
Eagle Lake,Minnesota,MN,eagle-lake,184400,1279,3007
Bellmawr,New Jersey,NJ,bellmawr,167700,898,11398
Kenilworth,New Jersey,NJ,kenilworth,345500,1521,8161
Lilbourn,Missouri,MO,lilbourn,63400,555,1137
Crocker,Missouri,MO,crocker,97500,663,1103
Loxahatchee Groves,Florida,FL,loxahatchee-groves,386300,1401,3520
Chickasha,Oklahoma,OK,chickasha,85900,713,16337
Kanab,Utah,UT,kanab,232600,989,4636
Columbiana,Ohio,OH,columbiana,148300,584,6247
Chetopa,Kansas,KS,chetopa,51200,513,1238
Colleyville,Texas,TX,colleyville,516500,2141,26462
Akron,Pennsylvania,PA,akron,195300,977,3997
Toone,Tennessee,TN,toone,69400,633,413
Flanagan,Illinois,IL,flanagan,94600,761,1011
Millington,Tennessee,TN,millington,129000,939,10645
Riverside,Iowa,IA,riverside,152400,705,1115
Randleman,North Carolina,NC,randleman,125200,586,4101
Haven,Kansas,KS,haven,86000,900,1166
Jamestown,Pennsylvania,PA,jamestown,73500,752,731
Lansdowne,Pennsylvania,PA,lansdowne,161100,1023,10638
Duncansville,Pennsylvania,PA,duncansville,117000,808,1161
Brandonville,Pennsylvania,PA,brandonville,93800,518,249
Ford Heights,Illinois,IL,ford-heights,46700,699,2736
Gulfport,Mississippi,MS,gulfport,122300,860,71676
Pascagoula,Mississippi,MS,pascagoula,110900,752,21809
Templeville,Maryland,MD,templeville,115600,1547,237
Golden Hills,California,CA,golden-hills,261000,1036,9351
Pandora,Ohio,OH,pandora,109100,703,1139
Battle Ground,Indiana,IN,battle-ground,180000,969,1857
Bertrand,Missouri,MO,bertrand,66700,558,838
Winthrop,Iowa,IA,winthrop,103700,700,926
Swan Valley,Idaho,ID,swan-valley,287500,698,109
Hope,Idaho,ID,hope,285700,744,98
Lemay,Missouri,MO,lemay,105500,850,16918
Spanish Lake,Missouri,MO,spanish-lake,98800,815,17485
Winnsboro,Louisiana,LA,winnsboro,83600,616,4640
Howe,Texas,TX,howe,111400,745,3075
Webster,Texas,TX,webster,186400,1131,11222
Polson,Montana,MT,polson,187200,727,4918
Carrollwood,Florida,FL,carrollwood,246000,1184,35686
Mount Pleasant,Arkansas,AR,mount-pleasant,96300,532,471
Kingstown,North Carolina,NC,kingstown,83300,668,492
Edgewood,Illinois,IL,edgewood,54300,667,492
Jennerstown,Pennsylvania,PA,jennerstown,144900,876,769
Carlisle,Kentucky,KY,carlisle,77100,671,2554
Freeman,South Dakota,SD,freeman,88600,613,1459
Dana,Indiana,IN,dana,56600,674,586
Avocado Heights,California,CA,avocado-heights,478800,1468,15426
North Babylon,New York,NY,north-babylon,356400,1871,17134
Silver Firs,Washington,WA,silver-firs,487100,2054,22358
Twin Lakes,Virginia,VA,twin-lakes,195000,1042,1271
Ossun,Louisiana,LA,ossun,115500,725,1993
Bushyhead,Oklahoma,OK,bushyhead,99100,689,1280
Oxford,Ohio,OH,oxford,217100,779,22700
Oak Harbor,Ohio,OH,oak-harbor,122200,663,2710
Grand Mound,Iowa,IA,grand-mound,116700,750,628
Maud,Oklahoma,OK,maud,52200,470,1044
Martinsville,Ohio,OH,martinsville,84100,839,502
Sylvan Lake,Michigan,MI,sylvan-lake,233800,1712,1818
Westville,Illinois,IL,westville,76700,592,3219
Calumet,Michigan,MI,calumet,58200,572,744
Big Sandy,Texas,TX,big-sandy,84600,700,1495
Skagway,Alaska,AK,skagway,343100,1008,1059
Stapleton,Alabama,AL,stapleton,195100,793,1421
Inwood,Iowa,IA,inwood,115100,698,978
Johnson City,Kansas,KS,johnson-city,75200,720,1142
Wynona,Oklahoma,OK,wynona,47800,600,311
Church Hill,Tennessee,TN,church-hill,142600,593,6667
Louisville,Tennessee,TN,louisville,232000,853,4133
Pinehurst,North Carolina,NC,pinehurst,293100,1420,16050
Whispering Pines,North Carolina,NC,whispering-pines,318900,1490,3288
Springtown,Texas,TX,springtown,133300,1109,2940
Kenedy,Texas,TX,kenedy,76500,715,3384
Cooper City,Florida,FL,cooper-city,378100,1875,35556
Taylor,Alabama,AL,taylor,96100,898,2286
Brewton,Alabama,AL,brewton,111600,638,5240
Calabash,North Carolina,NC,calabash,139300,979,1710
Marinette,Wisconsin,WI,marinette,86400,699,10608
Abbeville,Louisiana,LA,abbeville,95400,682,12236
Webberville,Texas,TX,webberville,185700,1042,412
Anderson,Alabama,AL,anderson,120100,500,236
Claysville,Pennsylvania,PA,claysville,112300,683,885
Enterprise,Utah,UT,enterprise,197700,1005,1505
Harveys Lake,Pennsylvania,PA,harveys-lake,181300,1174,2762
Winfield,Tennessee,TN,winfield,82500,602,1035
Indian Creek,Illinois,IL,indian-creek,397200,2250,627
Milan,Missouri,MO,milan,71400,640,2463
Freeport,Florida,FL,freeport,223100,1063,2369
Port Byron,New York,NY,port-byron,86300,667,1035
Alameda,California,CA,alameda,859900,1836,78522
Lemont,Illinois,IL,lemont,363000,1069,17023
Sharptown,Maryland,MD,sharptown,154500,870,689
Cottonwood Falls,Kansas,KS,cottonwood-falls,70800,404,785
Highland,Illinois,IL,highland,152100,725,10012
Rose Hill,North Carolina,NC,rose-hill,81900,797,2315
Cascades,Virginia,VA,cascades,486000,1944,11389
Enterprise,Mississippi,MS,enterprise,119600,720,615
Meadow,Utah,UT,meadow,196400,625,219
Cannelton,Indiana,IN,cannelton,65200,553,1470
Carson,Iowa,IA,carson,125000,688,721
Terral,Oklahoma,OK,terral,26000,553,403
Alpha,Michigan,MI,alpha,40500,517,175
Forest Hills,Kentucky,KY,forest-hills,198600,1438,432
Rose Hill,Kansas,KS,rose-hill,144400,1058,4038
Hayesville,North Carolina,NC,hayesville,126600,690,387
LaCrosse,Washington,WA,lacrosse,72200,595,332
Cloquet,Minnesota,MN,cloquet,142700,761,12005
Scappoose,Oregon,OR,scappoose,297900,1250,7270
Mount Hope,West Virginia,WV,mount-hope,67600,268,980
Mount Olive,Alabama,AL,mount-olive,158300,734,4387
Meridianville,Alabama,AL,meridianville,178000,1122,7087
Fort Gibson,Oklahoma,OK,fort-gibson,131700,637,4021
Southlake,Texas,TX,southlake,676900,1367,31292
Sanger,Texas,TX,sanger,152500,1161,8235
Seymour,Indiana,IN,seymour,119800,778,19623
King City,Missouri,MO,king-city,88000,702,943
Fraser,Colorado,CO,fraser,287000,1115,1532
Ida,Louisiana,LA,ida,73600,644,256
Noonday,Texas,TX,noonday,158000,963,471
Cannon Ball,North Dakota,ND,cannon-ball,114600,470,935
Holiday City-Berkeley,New Jersey,NJ,holiday-city-berkeley,161600,1371,12040
Pasco,Washington,WA,pasco,199400,922,72899
Cottonwood Shores,Texas,TX,cottonwood-shores,134300,1113,1467
Hartsville,South Carolina,SC,hartsville,147000,666,7616
Dresden,Tennessee,TN,dresden,82600,612,2940
North Richland Hills,Texas,TX,north-richland-hills,203800,1165,70202
Fairhaven,California,CA,fairhaven,304300,963,177
Pala,California,CA,pala,301500,1069,1005
Charlestown,Rhode Island,RI,charlestown,398500,1759,1312
Hoopa,California,CA,hoopa,215700,513,3201
McGill,Nevada,NV,mcgill,83200,675,905
Hempstead,Texas,TX,hempstead,110900,875,7691
Kiron,Iowa,IA,kiron,60000,536,295
Weatherly,Pennsylvania,PA,weatherly,109400,660,2639
Irondequoit,New York,NY,irondequoit,123800,909,50302
Mableton,Georgia,GA,mableton,182800,1166,41487
Pistakee Highlands,Illinois,IL,pistakee-highlands,152600,1222,3217
Alton,Iowa,IA,alton,134800,792,1336
De Land,Illinois,IL,de-land,84200,850,524
Mandan,North Dakota,ND,mandan,215300,868,22301
Wayne City,Illinois,IL,wayne-city,97300,673,965
Melvin,Michigan,MI,melvin,114400,767,184
Milford,New Jersey,NJ,milford,259000,1301,1298
Lyndon,Illinois,IL,lyndon,79400,850,656
Wakefield,Kansas,KS,wakefield,136800,878,956
Mount Morris,New York,NY,mount-morris,78000,753,2931
Montegut,Louisiana,LA,montegut,80000,738,2133
Schriever,Louisiana,LA,schriever,115900,961,6500
Brent,Oklahoma,OK,brent,91700,743,896
Hazel Crest,Illinois,IL,hazel-crest,113200,1589,13549
Pleasanton,Texas,TX,pleasanton,158900,1049,10557
Crainville,Illinois,IL,crainville,149400,980,1457
Middlesborough,Kentucky,KY,middlesborough,91500,538,9395
Ammon,Idaho,ID,ammon,199400,903,15859
Hackett,Arkansas,AR,hackett,88300,773,894
Cleveland,Alabama,AL,cleveland,95700,638,1334
Ashley,Illinois,IL,ashley,61100,703,562
Westwood,Kansas,KS,westwood,250500,1652,1657
Elyria,Ohio,OH,elyria,99100,741,53821
Suwanee,Georgia,GA,suwanee,308900,1488,19743
Bloomington,California,CA,bloomington,270000,1240,21847
La Habra Heights,California,CA,la-habra-heights,928200,1645,6574
Rancho Cordova,California,CA,rancho-cordova,299800,1212,73147
Wheatland,Wyoming,WY,wheatland,170800,800,3558
Shoreview,Minnesota,MN,shoreview,275800,1214,26791
Stewartville,Minnesota,MN,stewartville,178700,859,6120
Barnesville,Minnesota,MN,barnesville,161100,728,2582
Troy,Illinois,IL,troy,178800,818,10336
Oxford,Indiana,IN,oxford,79300,719,1189
Normandy,Tennessee,TN,normandy,85000,1125,145
Winamac,Indiana,IN,winamac,83100,651,2636
Pleasanton,California,CA,pleasanton,986800,2396,81717
Lake Junaluska,North Carolina,NC,lake-junaluska,237600,802,3307
Mitiwanga,Ohio,OH,mitiwanga,172000,637,310
Spencer,Massachusetts,MA,spencer,222500,873,5792
Whitinsville,Massachusetts,MA,whitinsville,319200,1031,7220
Sand Hill,Oklahoma,OK,sand-hill,106300,775,330
Forked River,New Jersey,NJ,forked-river,287900,1448,4761
North Beach Haven,New Jersey,NJ,north-beach-haven,829100,1592,2128
Noank,Connecticut,CT,noank,416900,1000,1432
Saxapahaw,North Carolina,NC,saxapahaw,133900,861,1599
Zuni Pueblo,New Mexico,NM,zuni-pueblo,73800,463,7001
Farmington,Utah,UT,farmington,386500,1178,23847
West Point,Utah,UT,west-point,254500,1515,10615
Tuscola,Illinois,IL,tuscola,115500,733,4564
Fairmont,North Carolina,NC,fairmont,85400,481,2641
Cave Spring,Georgia,GA,cave-spring,117400,681,1143
Tylertown,Mississippi,MS,tylertown,98300,570,1845
Italy,Texas,TX,italy,86900,932,1934
